ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
232,32068852,1117422,4,Feb 17 2017,"Đọc tới giữa cuốn sách, người đọc có cảm giác có lẽ chiều hướng câu chuyện sẽ lại giống như ""Mắt biếc"", dìm con người ta xuống tận cùng của sự thống khổ, của nỗi ray rứt ngậm ngùi trong tình yêu. Nhưng không, ""Ngày xưa có một chuyện tình"" lại đem đến cho ta một góc nhìn khác, chững chạc hơn, trưởng thành và cao đẹp hơn về tình yêu. Cây chuyện tình ấy không còn chỉ là tình yêu mang tính bản năng giữa các nhân vật, mà có nhiều hơn sự chiêm nghiệm, suy ngẫm để nhận ra những giá trị cao điểm của một trong những thứ cảm xúc khó lý giải nhất của con người.Mình hoàn toàn đồng ý với những giá trị và ý nghĩa tác phẩm, vì mình đã luôn có một niềm tin như thế vào tình yêu: Nếu bạn thật sự yêu ai đó chân thành, sẽ có một ngày bạn được đền đáp xứng đáng.Cách viết theo ngôi thứ nhất và thay đổi góc nhìn luân phiên giữa ba nhân vật chính theo mình là vô cùng phù hợp với tác phẩm này. Nó đẩy đoạn kết lên cao trào một cách hợp lí, và mình vô cùng tâm đắc về đoạn Miền ""giác ngộ"" được tình yêu mà Vinh dành cho cô bấy lâu.Trước khi bắt đầu đọc NXCMCT thì mình cũng đã hơi ""xem thường"" bác Ánh, nghĩ bác dạo này hơi thị trường, dân chúng cũng hơi làm quá. Cơ mà lần này (riêng lần này) thì cháu xin lỗi bác nhiều ạ ! :))"
233,32068852,3318745,5,Sep 25 2016,"Đã lâu lắm rồi, chú Ánh mới viết một câu chuyện về tuổi học trò, họ cùng nhau lớn lên sau đó là những trăn trở về tình yêu sự hy sinh. Đọc cuốn sách này làm mình liên tưởng tới Mắt Biếc và Còn chút gì để nhớ nhưng nó mang một màu sắc mới lạ hoàn toàn khác. Nó thể hiện rõ tâm lý của từng nhân vật qua góc nhìn của họ những trải nghiệm sâu và cả góc nhìn đa chiều về tình yêu yêu thật sự là như thế nào vì ""trái tin có ngữ pháp riêng của nó và trong hệ thống ngữ pháp rối rắm và đầy tính mờ đục đó, ""yêu"" là một động từ bất quy tắc"""
234,32068852,6226759,3,May 05 2018,"“Sau này, tôi nghe ai đó phân loại tình yêu: yêu bằng lí trí và yêu bằng con tim. Với tôi, tình yêu chẳng liên quan gì đến lý trí. Lý trí không biết yêu. Giống như cảnh sát giao thông, lý trí chỉ có nhiệm vụ theo dõi và uốn nắn con tim - với cái còi lúc nào cũng lăm lăm trên miệng. Và con tim, như lịch sử nhân loại đã chỉ ra, lắm khi vượt đèn đỏ hoặc đi vào đường một chiều. Bởi cũng như con người, con tim luôn có những giới hạn. Nó cũng đầy rẫy những lỗi lầm. Nhưng cho dù như vậy, lỗi lầm của con tim là loại lỗi lầm đáng tha thứ nhất trong các loại lỗi lầm mà loài người mắc phải.”Mình thật sự không thích tác phẩm này lắm. Có vẻ, nó có một điều gì đó thiếu logic và mình không cảm được. Phải chăng, nếu mình là Miền, mình cũng sẽ chọn hành động như cô ấy, nên mình cảm thấy không thoải mái?!?Tình yêu là gì? Và tại sao Vinh còm lại chọn lựa như vậy? Phải chăng, đó mới thật sự là tình yêu?Tình bạn - tình yêu, Vinh - Miền - Phúc."
235,32068852,8460169,5,May 12 2020,"Đa số những câu chuyện tình yêu của bác Ánh thường kết thúc trong sự đau lòng, và câu chuyện này không nằm trong số đó. Chuyện nhẹ nhàng nhưng sâu lắng. Các nhân vật đều dễ thương và đem lại cảm xúc tích cực cho người đọc. Chuyện có những tình tiết éo le cây me, tưởng chừng có thể đẩy nhân vật đến bờ vực, nhưng họ đều có một tâm hồn đẹp, một lối sống đường hoàng, và cách xử sự thấu đáo, góp phần đem lại một kết cục viên mãn cho tất cả. Nhiều đoạn miêu tả nội tâm nhân vật hơi bị dài dòng, rườm rà, lặp lại, nhưng qua đó càng thể hiện rõ những tâm trạng rối rắm, miên man, dằn vặt của họ và đem lại sự thấu cảm cho người đọc. Sau tất cả, dù cuộc sống có trớ trêu và ngang trái đến mức nào, thì cách mà chúng ta đối diện và ứng xử với điều đó mới quyết định tất cả. Chỉ cần sự tin tưởng, suy nghĩ thấu đáo và thận trọng trong từng quyết định của mình, thì chúng ta sẽ đạt được những điều tốt đẹp trong cuộc sống này."
236,32068852,6428016,5,Jul 25 2019,"Một truyện mà mình có thể nói là rất tuyệt vời, nó vượt xa “Mắt Biếc” ở rất nhiều mặt. Các nhân vật đã được chăm chút rất kĩ lưỡng, tất cả các nhân vật trong truyện đều được quan tâm cẩn thận và đồng thời trong tâm hồn mỗi nhân vật đều được khắc nét rất sinh động và có chiều sâu. Nội dung truyện hầu như không có nét gì mới, vẫn na ná giống Mắt Biếc xưa (Do đó mà nhiều người hay gọi là Mắt Biếc II), nhưng với cách hành văn và sự tinh tế hơn hẳn trong việc đặt các nút thắt và mở chúng, người đọc vẫn luôn cảm thấy bất ngờ hết từ lần này sang đến lần khác. Nhưng cuối cùng, điều để lại ấn tượng nhất của mình với truyện này, đó chính là từ những nét tự nhiên, ngây ngô và những vấp ngã của tuổi trẻ bồng bột, cuốn sách đã dạy cho chúng ta rất nhiều kinh nghiệm quý báu để áp dụng cho cuộc sống trưởng thành.8/10: Một cuốn sách khuyến khích tới tất cả bạn đọc, nhưng hướng nhiều hơn tới những bạn nào 18+ :)))"
237,32068852,6794666,4,Jun 14 2020,"1.	Mình thích cuốn này! Mặc dù mình không kết cái kiểu từng người kể lắm (mình biết kiểu kể này sẽ làm người đọc hiểu rõ tâm lý từng nhân vật, nhưng mà mình không thích mấy). Sau quả “Những chàng trai xấu tính” làm mình mất 5% niềm tin vào bác Ánh thì cuốn này làm mình khôi phục lại niềm tin với truyện của bác. Huhu may vãi. Câu chuyện cũng rất lôi cuốn, mỗi tội hơi giống Mắt cmn Biếc ://. Bạn Mai Linh mình sau khi đọc đã dành 30 phút làm cho mình 1 bài review 18+ để chửi rủa con bé Miền vì nó quá hãm *** =))) 2.	Bài học mình nhận ra sau cuốn này: -	Cứ chân thành rồi mình sẽ có được tình yêu. Đừng bao giờ sử dụng tiểu xảo hay kĩ năng để có được nó hoặc giam cầm nó. -	Ai không yêu mình hãy để họ đi. Giữ lại cũng chẳng để làm gì. "
238,32068852,5399161,5,Jun 06 2019,"Ngỡ đâu mình đang đọc lại bi kịch của Mắt biếc qua bóng hình chàng trai si tình Vinh, nhưng Ngày xưa có một chuyện tình đã đẩy cảm xúc mình đi được xa hơn thế. Nếu như Mắt biếc nặng về tình yêu và sự si tình khờ dại khổ đau của Ngạn thì mình thấy quyển này tập trung về tình bạn nhiều hơn, đoạn cuối thật sự làm mình bật khóc về Phúc và Vinh. p.s sao bác Ánh viết nhiều về những chàng trai si tình tốt bụng vậy nè, làm người xem như mình đây thổn thức quá"
239,32068852,464880,3,Jan 31 2018,"vẫn là bác Ánh với kiểu viết quen thuộc, chỉ là một chủ đề kháckhông hiểu sao mình k thể thấm được mấy đoạn siêu triết lý về tình yêu mặc dù là kết có hậu đấy, nhg mình vẫn thấy tội nghiệp Vinh, và Miền theo ý mình là hơi ích kỷvà đoạn <a class=""jsShowSpoiler spoilerAction""(view spoiler)"
240,32068852,7585197,5,Oct 29 2018,Nguyễn Nhật Ánh khoác một chiếc áo mới cho câu chuyện của mình. Câu chuyện này không có câu chuyện lạ nhưng có vẻ lạ so với những câu chuyện mà Nguyễn Nhật Ánh đã từng viết. Tôi đọc không đủ nhiều để biết mất bao lâu bác Ánh mới may được chiếc áo mới này nhưng đọc đủ để thấy chiếc áo này thật sự vừa vặn.
241,18139866,2160270,4,Jul 31 2013,Điểm chính xác: 3.5/5<brMình làm tròn lên 4 sao vì...làm tròn xuống thì tội em nó quá :|<br****<br<brĐầu tiên là 2 mặt tiêu cực: <br<br<bThứ nhất.
242,18139866,2046507,3,Dec 13 2013,"[Edited Review]Hôm nọ ngồi nói chuyện với bạn về NNA và vì sao tôi không thích truyện của nhà văn cho lăm, nói trắng ra là nhiều lúc thấy phản cảm và phát buồn nôn, nhưng mà nhiều lúc vẫn cứ bị hấp dẫn!?Đại loại tôi thấy giả tạo. Cốt truyện đơn giản. Nhân vật một chiều. Ngây thơ quá đà, lành quá đáng. Tình tiết không tự phát triển mà theo cái kiểu nhà văn hứng lên thì ném cho phát xuống đất. Nhưng mà lại dễ thương, lại mộng mơ? Sự nông cạn trong lòng vẫn rất dễ bị khuất phục.Hồi cấp 2 đọc ""Kính vạn hoa"" thì tôi thích thú lắm, say mê lắm. Nhưng phải chăng khi ấy còn quá trẻ, quá ngô nghê, lại chả có năng khiếu văn học, nên đâm ra dễ chấp nhận? Giờ thì đọc cảm thấy hơi bị xúc phạm tẹo. Làm tôi nhớ đến Hồ Anh Thái ""Mười lẻ một đêm"" hay ""Thiên thần sám hôi"" của Tạ Duy Anh. Cũng giả tạo kinh khiếp.Nói thế thôi, ""Ngồi khóc trên cây"" vẫn dễ thương lắm. Nếu bạn thích, không có chi, tôi cũng vậy. Nhưng nếu tỉnh táo hơn chút để đọc, cũng tốt."
243,18139866,1344441,4,Feb 18 2014,"Lúc nào mình cũng ghen tỵ với tuổi thơ của những nhân vật trong sách của chú Ánh. Đôi khi bắt gặp những trò chơi trong tuổi thơ mình ở trang sách, đôi khi bắt gặp cả những mong nhớ về một tuổi thơ chưa bao giờ có được. Những truyện dài mới của chú, truyện nào nói về tình yêu lứa đôi cũng trong sáng, dễ thương nhưng cũng thiết tha vô cùng. Quyển này cũng vậy, nhất là ở những trang giữa, tim cứ như thắt lại theo nỗi đau của nhân vật *dù cuối cùng cũng là một kết thúc đẹp và lúc nào gấp sách lại cũng tiếc nuối...* Ban đầu mình đã định không mua sách vì thật sự giá sách bỗng dưng lên cao ngất ngưởng, quá choáng :( cơ mà sau đó thấy sách cũng dày, phản ánh cũng tốt và có dư dả hơn chút nên mới rút tiền mua ;_; Cơ mà nếu những cuốn sau mà giá kiểu trên trời thế nữa thì chắc phải suy nghĩ lại... Thích nhất là minh họa của họa sĩ Đỗ Hoàng Tượng, chân chất và giản dị như câu chuyện của NNA gửi gắm."
244,18139866,1874368,2,Jul 17 2013,"Tui gần hăm mốt tuổi và đọc đủ nhiều truyện NNA, nhất là các thể loại sướt mướt Hạ đỏ, Mắt biếc mười mấy năm nay nên chỉ cần đọc 1/3 cái truyện là tui biết khúc cuối nó sẽ như thế nào.Tui định cho 2 sao rưỡi nhưng mà tui thích làm tròn xuống. Có lẽ ông NNA cũng tự biết khúc cuối dễ đoán quá nên chế thêm mấy chục trang để biến cái khúc cuối nó khang khác đi theo kiểu rất giả. Hehe."
245,18139866,1418487,4,Dec 25 2013,"Câu văn đẹp. Giọng văn mượt. Truyện chú Ánh xưa nay vẫn thế. Nhưng lần này thế thôi nó chẳng đi nổi vào lòng mình. Khoảng vài chục trang đầu trước khi Đông gặp con Rùa thì mình thấy vẫn rất hấp dẫn. Vẫn cái khung cảnh làng quê mộc mạc, làng Đo Đo với con sông Kiếp Bạc buồn. Các nhân vật cũng hiện ra gần gũi. Đặc biệt có nhiều cái làm sống dậy cái ngày xa cũ của tuổi thơ, chơi trò giấy kính. Mấy tờ giấy kính lấy từ bánh kẹo đấy mình cũng đã từng dùng để soi chiếu thế giới xung quanh, biến nó thành thế giới chỉ một màu mà thôi, rồi thì mùa chong chóng, ngày xưa mình cũng đã từng nhờ anh hàng xóm làm hộ, cứ thấy nó quay là mê tít... Có thể cái kì vọng tìm lại được những mẩu bé xíu của thời đã qua khiến cái câu chuyện chú Ánh xây dựng làm mình hụt hẫng. Một câu chuyện tình của một cậu chàng 18 và một con bé 14, kéo dài sau 3 năm cho đến khi anh chàng 21 và nàng cũng thành con gái 17. Mọi thứ khác quá. Mình cứ nghĩ nó sẽ là chuyện tình bạn trong veo, có thể một thứ gì đó sẽ nảy nở giữa hai người, nhưng không phải cái kiểu ""Hàn quốc"" như thế này, phải nói là phần lớn cuốn sách dùng để tả về nỗi lòng yêu sâu nặng của chàng. Mấy cái tình tiết của chú Ánh làm mình thất vọng quá trời, nào là vào rừng nói chuyện với thú như truyện cổ tích, sau rồi thì lại đậm tính Hàn xẻng, yêu nhau và phát hiện là anh em, rồi thì ung thư máu... kết thúc lại đậm màu sắc cổ tích, viễn tưởng, và có hình dung là như đang xem hoạt hình Disney. Nhìn chung là mọi thứ đi ngược lại với tưởng tượng của mình. Càng về sau càng có xu hướng ""cố đọc cho xong"" chứ không phải là ngân nga từng câu chữ, thưởng thức từng lời thoại như mình hay làm với truyện của chú Ánh. May sao chú Ánh vẫn tài tình trong giọng điệu, vẫn rất hóm hỉnh, vẫn phải công nhận là nhiều chỗ đọc mà phụt cười. Làm mình đỡ đỡ ngán cái phần nội dung. Nhìn chung là ai không quá khắt khe thì có lẽ vẫn rất thích cuốn này. Tự dưng mình nhớ Quý ròm quá. Sao tự dưng truyện chú Ánh nó ""người nhớn"" và kì quặc như thế hả Quý ròm ơi... Nói chung là chỉ đạt tầm 3,5 sao là chuẩn, miễn cưỡng mới cho lên 4. Buồn ghê. "
